Name,Rating,Winery,Area,Province,Country,Varietal,Vintage,Style,Wine Type,ID
Chateau Nenin,78.51894659999999,Chateau Nenin,Libournais,Bordeaux,France,Red Bordeaux Blend,1982,,Red,5ad77d38128caabb7db027fc
Januik,78.51894659999999,Januik,Columbia Valley,WA,USA,Cabernet Sauvignon,2013,,Red,5a8f0f57d5f6fbac5f9ac162
Steele,78.51894659999999,Steele Wines,Lake County,,USA,Cabernet Sauvignon,2014,,Red,594960c07e21975539ffcea0
Baron K,78.51894659999999,Baron Knyphausen,Rheingau,,Germany,Riesling,2013,,White,59137932fb83a58d64fe6a9c
ZSM,78.51894659999999,Judd's Hill,Napa Valley,,USA,"Zinfandel, Syrah, Mourvedre",2013,,Red,587a8640de49b3d30944aa53
The Contours,78.51894659999999,Pewsey Vale,Eden Valley,,Australia,Riesling,2010,,White,57a11f3ca0d2153e5ad2482e
Trio,78.51894659999999,Joyce Vineyards,Carmel Valley,California,USA,Pinot Noir,2014,,Red,57995fa2c8ae65f53052be70
Tenuta Sant'Antonio Scaia Corvina,78.51894659999999,Tenuta Sant'Antonio,Veneto,,Italy,Corvina,2014,,Red,578d5736545dde900d2968d9
Echo Ridge - Lodi,78.51894659999999,Fetzer Vineyards,Mendocino,CA,USA,Sauvignon Blanc,2014,,White,577c3b95b7e8808e3cd89e82
Owl's Lair,78.51894659999999,DnA Vineyards,Mendocino,,USA,Red Blend,2011,,Red,56da386fb7622d662879e6ae
Robert Debuisson Castelbeaux Grand Reserve,78.51894659999999,Robert Debuisson,Vin de France,,France,Pinot Noir,2014,,Red,56b265788ec08903005a52e5
Fable,78.51894659999999,Brack Mountain Wine Company,Russian River Valley,,USA,Pinot Meunier,2013,,Red,565dffdbf97f0e03005d08ba
Shale Line Shiraz,78.51894659999999,Madison Ridge,New South Wales,,Australia,Syrah,2014,,Red,56429c2285e144030000006b
Matchbook Musque 809,78.51894659999999,Jl Giguiere,California,,USA,Chardonnay,2012,,White,55dd063f7184390300000030
Produttori Del Barbaresco Torre,78.51894659999999,Produttori Del Barbaresco,Piedmont,,Italy,Nebbiolo,2010,,Red,55d36056d9d35d030000008b
Pinnacoli Primitivo di Manduria,78.51894659999999,Pinnacoli,Puglia,,Italy,Primitivo,2012,,Red,555ba3f00a96190300000017
Les Charmes De Magnol Medoc,78.51894659999999,Barton & Guestier,Medoc,,France,Cabernet Sauvignon Merlot,2011,,Red,5457f263eb5fc40200000023
Lot 416 Central Coast Pinot Noir,78.51894659999999,Cameron Hughes,Central Coast,,USA,Pinot Noir,2012,,Red,54060e37e96eba0200000006
Ranga Ranga,78.51894659999999,Barkers Marque,Marlborough,,New Zealand,Sauvignon Blanc,2013,,White,54022c5a08680c0200000022
Pinot Noir Hibbits Ranch,78.51894659999999,Buttonwood Farm Winery & Vineyard,Sta Rita Hills,California,USA,Pinot Noir,2012,,Red,53beec9ea4b6ce020000001d
Nua Dair,78.51894659999999,Nua Dair Vineyard,,California,USA,Cabernet Sauvignon,nv,,Red,535a5f8d7dd3dc02000021a5
Curious Beasts,78.51894659999999,Truett Hurst Wines,Sonoma County,California,USA,"Merlot, Petite Sirah, Syrah, Zinfandel",2012,,Red,530b9a4f574286020000052c
Tanglewood Reserve White NV,78.51757864000001,Tanglewood,,,Canada,White Blend,nv,,White,5e61b242a95321039779c2ab
Oyster Bay Pinot Noir,78.51515728,Oyster Bay Wines,Marlborough,,New Zealand,Pinot Noir,2013,,Red,53619023eb9b21020000000b
Erste Kalterersee Classico Superiore Schiava 2017,78.5064466,Erste Kalterersee,,Alto Adige,Italy,Schiava,2017,,Red,5f91e4a06f78890dccc1984a
Duckhorn Calera Chardonnay 2016,78.5064466,Duckhorn Vineyards,,Central Coast,United States,Chardonnay,2016,,White,5f91e3dec8abb30dd63b9cf5
Shannon Ridge High Elevation Sauvignon Blanc 2018,78.5064466,Shannon Ridge,Lake County,California,USA,Sauvignon Blanc,2018,,White,5f065fb5fbfd6e17acaad351
Nonino Grappa Chardonnay NV,78.5064466,Nonino,Giulia,Friuli-Venezia Giulia,Italy,Eau-de-Vie,nv,,White,5f065fb5fbfd6e17acaad21b
Emido Pepe Montepulciano d'Abruzzo 2007,78.5064466,Emidio Pepe Wines,Montepulciano d'Abruzzo,Abruzzo,Italy,Montepulciano,2007,,Red,5f164114c43976600821c298
Oddero Langhe Riesling 2018,78.5064466,Poderi e Cantine Oddero,,Piedmont,Italy,"Chardonnay, Riesling",2018,,White,5f160874c43976600821c029
Alheit Bush Vines Single 'Radio Lazarus' 2016,78.5064466,Alheit Vineyards,Stellenbosch,Western Cape,South Africa,Chenin Blanc,2016,,White,5f065fb5fbfd6e17acaad287
Gut Oggau Weiss 2016,78.5064466,Gut Oggau,,Weinland,Austria,"Gruner Veltliner, Weissburgunder, Gewurtztraminer, Welschriesling",2016,,White,5f065fb5fbfd6e17acaad17c
Ottin Fumin 2016,78.5064466,Ottin Vini,Vallee d'Aoste,,Italy,Fumin,2016,,Red,5f15fd6fc43976600821bfde
Le Monde Pinot Grigio 2018,78.5064466,Società Agricola Le Monde,,Friuli-Venezia Giulia,Italy,Pinot Grigio,2018,,White,5f065fb5fbfd6e17acaad2ec
R. López de Heredia Rioja Reserva Viña Tondonia Blanco 2008,78.5064466,Lopez de Heredia Vina Tondonia,Rioja Alta,Rioja,Spain,White Blend,2008,,White,5f065fb5fbfd6e17acaad13e
Leonetti Cellars Merlot 2014,78.5064466,Leonetti Cellars,Walla Walla Valley,Washington,USA,Merlot,2014,,Red,5f065fb5fbfd6e17acaad2ca
Paolo Bea Pagliaro 2011,78.5064466,Paolo Bea,,Umbria,Italy,Sagrantino,2011,,Red,5f065fb5fbfd6e17acaad19d
Domaine Pegau CDP Magnum 2009,78.5064466,Domaine du Pegau,Chateauneuf-du-Pape,Rhone,France,"Grenache, Syrah, Mourvedre",2009,,Red,5f065fb5fbfd6e17acaad3b9
Sadie Family Soldaat 2016,78.5064466,The Sadie Family,,Olifants River Valley,South Africa,Grenache,2016,,Red,5f065fb5fbfd6e17acaad1f5
Joseph Drouhin Cotes de Beaune Villages Rouge 2016,78.5064466,Joseph Drouhin,Burgundy,NA,NA,Red Blend,2016,,Red,5f065fb5fbfd6e17acaad2d1
Daou Vineyards 'Bodyguard' Red 2017,78.5064466,Daou Vineyards,Paso Robles,California,USA,"Petit Verdot, Petit Syrah",2017,,Red,5f065fb5fbfd6e17acaad364
Gianni Gagliardo Dolcetto d'Alba 2016,78.5064466,Gianni Gagliardo,D'Alba,Piedmont,Italy,Dolcetto,2016,,Red,5e84af2b46e9f41880748698
Mawida Special Selection Red 2016,78.5064466,Mawida,Maipo Valley,Maipo Valley,Chile,"Cabernet Sauvignon, Merlot",2016,,Red,5e675b0c6608c649531ba3a3
La Louviere Cremant De Limoux Brut NV,78.5064466,Domaine La Louviere,Cremant De Limoux,,France,Rare White Blend,nv,Sparkling,White,5e61b674a95321039779c2b5
Rapaura Springs Sauvignon Blanc 2018,78.5064466,Rapaura Springs,Marlborough,,New Zealand,Sauvignon Blanc,2018,,White,5e5d84dfcc62d25799b309f5
Lorgeril l'Orangeraie Rose 2018,78.5064466,Lorgeril,Pays D'Oc,,France,"Cinsault, Grenache",2018,,Rose,5e5d80eff6fc9446610eae3c
Rust Chardonnay 2018,78.5064466,Rust Wine Co.,Okanagan Valley,British Columbia,Canada,Chardonnay,2018,,White,5e5c4e09495ad14afe4a2349
Apollonio Elfo Primitivo 2018,78.5064466,Apollonio,Salento,,Italy,Primitivo,2018,,Red,5e5c3bc1f6fc9446610eac05
Cloud Break Sauvignon Blanc 2017,78.5064466,Cloud Break,Central Coast,California,USA,Sauvignon Blanc,2017,,White,5e5af3da9f7fff2f499a3759
Backhouse Pinot Noir 2016,78.5064466,Backhouse Wines,California,,USA,Pinot Noir,2016,,Red,5e5324cba5e05d4cfdb4628a
Tinhorn Oldfield Series Merlot 2015,78.5064466,Tinhorn Creek Vineyards,Okanagan Valley,,Canada,Merlot,2015,,Red,5cdb0bef220366080dcd66b4
The View Pinot Noir 2017,78.5064466,The View Winery,Okanagan Valley,,Canada,Pinot Noir,2017,,Red,5cd9e816facdb3c0686ae55c
Serendipity Next Step Red Blend 2012,78.5064466,Serendipity Winery,"Penticton, BC",,Canada,Red Blend,2012,,Red,5cd457e268580d752dd58d65
Serendipity Rose 2017,78.5064466,Serendipity Winery,"Penticton, BC",,Canada,Red Blend,2017,,Rose,5cd457bf365d46902dc234b8
Red Rooster Pinot Blanc 2017,78.5064466,Red Rooster Winery,"Penticton, BC",,Canada,Pinot Blanc,2017,,White,5cd35401365d46902dc2328a
Peller Sandhill Chardonnay Sandhill Estate 2017,78.5064466,Sandhill Wines,Okanagan Valley,,Canada,Chardonnay,2017,,White,5cd32510365d46902dc23227
Moon Curser Border Vines Red 2016,78.5064466,Moon Curser Vineyards,"Osoyoos, BC",,Canada,"Cabernet Sauvignon, Cabernet Franc, Malbec, Petit Verdot, Carménère",2016,,Red,5cd1fc74365d46902dc22fbe
Monte Creek Riesling Icewine 2014,78.5064466,Monte Creek Ranch,"Kamloops, BC",,Canada,Riesling,2014,Dessert,White,5cd1fb3c365d46902dc22fad
Lunessence Cut Sauvignon Blanc 2016,78.5064466,Lunessence Winery & Vineyard,Okanagan Valley,,Canada,Sauvignon Blanc,2016,,White,5ccf5f8568580d752dd58179
Kismet Pinot Grigio 2017,78.5064466,Kismet Estate Winery,Oliver,BC,Canada,Pinot Gris,2017,,White,5cccd39dae05dd73546bdaa3
House Of Rose Sweet Mystery Red NV,78.5064466,House of Rose Winery,Okanagan Valley,,Canada,"Pinot Noir, Marechal Foch",nv,,Red,5ccb7b3f80a99458541fc166
Hester Creek Selected Barrels Cabernet Merlot 2017,78.5064466,Hester Creek,Okanagan Valley,,Canada,"Cabernet Sauvignon, Cabernet Franc, Merlot",2017,,Red,5cca33df80a99458541fc07a
Harper's Trail Filed Blend White 2017,78.5064466,Harper's Trail Estate Winery,"Kamloops, BC",,Canada,White Blend,2017,,White,5cca31d0ae05dd73546bd77a
Fitz Family Brut NV,78.5064466,Fitzpatrick Family Vineyards,Okanagan Valley,,Canada,White Blend,nv,,White,5cc8ca53ae05dd73546bd696
Ex Nihilo Merlot 2016,78.5064466,Ex Nihilo Vineyards,Okanagan Valley,,Canada,Merlot,2016,,Red,5cc8c7dc80a99458541fbecd
Spearhead White Pinot Noir 2017,78.5064466,Spearhead,Okanagan Valley,,Canada,Pinot Noir,2017,,White,5cb64a2564e866377cb4aaa8
Flor Dr Vetus Verdejo 2017,78.5064466,Bodegas Vetus  btl 40,Reuda,,Spain,Verdejo,2017,,White,5cb649fd211d501c7c5b77d8
Catena Malbec 2016,78.5064466,Catena Zapata Family WE 88 2oz 3.25  5oz 8.50  8oz 12.75  btl 38,Mendoza,,Argentina,Malbec,2016,,Red,5cb611c9211d501c7c5b76ec
Gramercy Lower East Cabernet Sauvignon 2013,78.5064466,Gramercy Cellars,"Walla Walla, Washington",,USA,Cabernet Sauvignon,2013,,Red,5ca67b8b4888c119086f1205
St Supery Sauvignon Blanc 2017,78.5064466,St Supery,Napa Valley,,USA,Sauvignon Blanc,2017,,White,5c6f1cbf1ad8fdb20b5b2dd7
Colome Torrontes,78.5064466,Colome,Salta,,Argentina,Torrontes,2017,,White,5c49f5bc57f43b7a0bb04327
MWC Cabernet Sauvignon,78.5064466,Mcpherson Wine Co.,Victoria,,Australia,Cabernet Sauvignon,2015,,Red,5c49e5d69e686f700b85e432
Gordon Brothers Kamiak Rock Lake Red 2014,78.5064466,Gordon Brothers Cellars,"Columbia Valley, Washington",,USA,Red Blend,2014,,Red,5bd73e61b9d9a8174d16b755
Myka Cellars Chardonnay 2015,78.5064466,Myka Cellars,Santa Cruz Mountains,,USA,Chardonnay,2015,,White,5bd73bba5e7d95104daec6f5
Lucinda & Millie Chardonnay 2016,78.5064466,Lucinda & Millie,Medocino County,,USA,Chardonnay,2016,,White,5ba18678002f7b1e74085d04
The Atom Half-Life Chardonnay,78.5064466,The Atom,California,,USA,Chardonnay,2016,,White,5b90125ac56034f856d7bf65
Mossback Pinot Noir,78.5064466,Matchbook Wine Company,Russian River Valley,,USA,Pinot Noir,2015,,Red,5b5c7d398d97fccd1b028696
J. Lohr Cypress Merlot 2016,78.5064466,J. Lohr Vineyards & Wines,"Central Coast, California",,USA,Merlot,2016,,Red,5b4433fc9d9703171bfb4d7b
Ethos,78.5064466,Chateau Ste. Michelle,Columbia Valley,WA,USA,Chardonnay,2012,,White,5a8f0f57d5f6fbac5f9ac106
La Landonne,78.5064466,E. Guigal,Côte-Rôtie,,France,"Syrah, Northern Rhone Varierals",2013,,Red,5a8f0f56d5f6fbac5f9ac053
Peter Michael “Cuvee Indigene” Chardonnay 2005,78.5064466,Peter Michael Winery  $280,"Knights Valley, California",,USA,Chardonnay,2005,,White,5a7b8b4943780f1b2595a4a2
Fat Bastard,78.5064466,Thierry & Guy,Pays d'Oc,,France,Merlot,2015,,Red,5866b174122557581dc3dfe0
Burgess Estate Vineyards,78.5064466,Burgess Estate Vineyards,Napa Valley,,USA,Syrah,2011,,Red,5780091eb296649f3c79f108
Helix Cabernet Sauvignon,78.5064466,Helix,Columbia Valley,,USA,Cabernet Sauvignon,2010,,Red,566f61da0a242e0300cfecd0
Sant Magdalener,78.5064466,Azienda Agricola Thurnhof,Alto Adige,,Italy,Vernatsch,2014,,Red,565dfd46f97f0e03005d089c
On Point,78.5064466,Fulcrum Wines,Sonoma Valley,,USA,Pinot Noir,2013,,Red,564271485bfc300300000045
Noble One,78.5064466,De Bortoli,,,Australia,Semillon,2009,,White,56025fd0be2bcd0300000002
Tavola,78.5064466,Ponzi Vineyards,Chehalem Mountains,Oregon,USA,Pinot Noir,2011,,Red,5600632bd147580300000010
Valpolicella,78.5064466,Allegrini,Veneto,,Italy,Red Blend,2013,,Red,55d6595c62f94f03000001ea
Alexander Valley Vineyards,78.5064466,Alexander Valley Vineyards,Sonoma Valley,California,USA,Cabernet Sauvignon,2013,,Red,55be9e5af20bee0300000002
Dona Maria White,78.5064466,Dona Maria,Alentejano,,Portugal,White Blend,2014,,White,55a9284c2b37fb03000000b9
Cepparello,78.5064466,Isole e Olena,Tuscany,N/A,Italy,Sangiovese,2011,,Red,55804e1970c78e030000005e
Tenuta del Cavaliere,78.5064466,Marchetti,Verdicchio dei Castelli di Jesi,,Italy,Verdicchio,2013,,White,54342a20e5615d0200000011
"Domaine Lafage Syrah, Grenache",78.5064466,Domaine Lafage,Rhone,N/A,France,"Syrah, Grenache",2012,N/A,Red,538e0a2259d7df020000000e
Solstice Reserve,78.5064466,Arrowleaf Cellars,Okanagan Valley,British Columbia,Canada,"Merlot, Zweigelt",nv,Blend,Red,52def0202f8d2402000002c4
10 Year Old Tawny Port - Ervamoira,78.50515728,Ramos Pinto,Douro Valley,,Portugal,,nv,Port,Red,530b9a4e57428602000001a2
Chateau Simone Palette Blanc 2011,78.4939466,Chateau Simone,Palette,Provence,France,"Clairette, Grenache Blanc, Ugni Blanc, Bourboulenc, Muscat Blanc",2011,,White,5f065fb5fbfd6e17acaad22e
Clos Guirouilh Vendanges Tardives 2011,78.4939466,Clos Guirouilh,,Jurancon,France,"Gros Manseng, Petit Manseng",2011,,White,5f065fb5fbfd6e17acaad333
Domaine Nebout Le Tressalier Gravieres Sacy 2015,78.4939466,Domaine Nebout,Auvergne,Loire,France,Sacy,2015,,White,5f065fb5fbfd6e17acaad18e
Peter Lauer 'Stirn' Ayler Kupp Fass 15 Riesling 2016,78.4939466,Peter Lauer,Saar,Mosel,Germany,Riesling,2016,,White,5f065fb5fbfd6e17acaad186
Giordano Nebbiolo Brut Rose 2015,78.4939466,Azienda Agricola Luigi Giordano,,Piedmont,Italy,Nebbiolo,2015,,Red,5f160112e403536208f7f8c1
William Fevre Chablis 2018,78.4939466,William Fevre,Chablis,Burgundy,France,Chardonnay,2018,,White,5f065fb5fbfd6e17acaad276
Sadie Family Skurfberg White 2018,78.4939466,The Sadie Family,Olifants River Valley,Western Cape,South Africa,Chenin Blanc,2018,,White,5f065fb5fbfd6e17acaad254
Burlotto Dolcetto d'Alba 2018,78.4939466,G.B. Burlotto,,Piedmont,Italy,Dolcetto,2018,,Red,5f065fb5fbfd6e17acaad1de
Sadie Family Soldaat 2017,78.4939466,The Sadie Family,Olifants River Valley,Western Cape,South Africa,Grenache,2017,,Red,5f065fb5fbfd6e17acaad1dc
San Giusto Percarlo 2014,78.4939466,San Giusto a Rentennano,,Tuscany,Italy,Sangiovese,2014,,Red,5f065fb5fbfd6e17acaad269
Leviathan Red Blend 2017,78.4939466,Leviathan,,California,USA,"Syrah, Cabernet Sauvignon, Merlot, Cabernet Franc",2017,,Red,5f065fb5fbfd6e17acaad2e0
Reckless Love Red Blend,78.4939466,Reckless Love,California,,USA,"Cabernet Sauvignon, Syrah",2017,,Red,5e94decd5fd8fd7ae861d7ff
Ocaso Sparkling Malbec Rose NV,78.4939466,Gougenheim Winery,Mendoza,,Argentina,Malbec,nv,Sparkling,Rose,5e62c11b5488c305249bc857
Casa Rojo Molto Negre Trepat NV,78.4939466,Casa Rojo,Cava,,Spain,Trepat,nv,Sparkling,Red,5e5f093917dcc26950a85306
Dona Dominga Cabernet Sauvignon Rose 2018,78.4939466,Dona Dominga,Colchagua Valley,,Chile,Cabernet Sauvignon,2018,,Rose,5e5c4dbdf6fc9446610eac28
Chateau Camplazens Rose 2018,78.4939466,Chateau Camplazens,Pays D'Oc,,France,"Grenache, Syrah",2018,,Rose,5e5b0565a7eef23e2c7df998
Chateau Camplazens Viognier 2018,78.4939466,Chateau Camplazens,Pays D'Oc,,France,Viognier,2018,,White,5e5b043451d4c83e3125286f
Bott Freres Tradition Pinot Gris 2017,78.4939466,Domaine Bott Freres,Alsace,,France,Pinot Gris,2017,,White,5e5871ae3e8e8d1833f939c9
Bodega Garzon Reserve Tannat 2016,78.4939466,Bodega Garzon,Uruguay,,Uruguay,Tannat,2016,,Red,5e548440f113aa6ab50adf0e
Geografico Chianti Classico 2016,78.4939466,Chianti Geografico,Chianti Classico,,Italy,Chianti Blend,2016,,Red,5e5088c9f1cf685e9d988516
Pirramimma Petit Verdot 2015,78.4939466,Pirramimma,Mclaren Vale,,Australia,Petit Verdot,2015,,Red,5e4defc16e053012edc2994f
Hedges Descendants Liegeois Dupont - DLD 2015,78.4939466,Hedges Family Estate,Red Mountain,,USA,Syrah,2015,,Red,5e4de7ec6e053012edc29948
Chateau Montdoyen Un Point C'Est Tout 2014,78.4939466,Chateau Montdoyen,Bergerac,,France,"Cabernet Sauvignon, Cabernet Franc, Merlot",2014,,Red,5e49d74ac2f8c4663fc3d1c0
Frescobaldi Mormoreto Cabernet Sauvignon 2010,78.4939466,Frescobaldi,Tuscany,,Italy,Cabernet Sauvignon,2010,,Red,5e4979d0c2f8c4663fc3ceb0
Lake Breeze Semillon Chardonnay 2016,78.4939466,Lake Breeze Vineyards,Okanagan Valley,,Canada,"Semillon, Chardonnay",2016,,White,5cccd80880a99458541fc371
Kismet Infinity Rose 2017,78.4939466,Kismet Estate Winery,"Oliver, BC",,Canada,"Merlot, Cabernet Sauvignon, Cabernet Franc, Syrah, Petit Verdot, Malbec, Mourvedre, Grenache",2017,,Rose,5ccccb7680a99458541fc341
Jackson-Triggs Grand Reserve Meritage 2016,78.4939466,Jackson-Triggs Okanagan Estate,Okanagan Valley,,Canada,Meritage,2016,,Red,5ccc6c8380a99458541fc32d
Inniskillin Estate Series Zinfandel 2015,78.4939466,Inniskillin Okanagan Darkhorse Vineyard,Okanagan Valley,,Canada,Zinfandel,2015,,Red,5ccb84a2ae05dd73546bd886
Howling Bluff Sauvignon Blanc Semillon 2017,78.4939466,Howling Bluff Estate Winery,Okanagan,,Canada,"Sauvignon Blanc, Semillon",2017,,White,5ccb7d25ae05dd73546bd87a
Hillside Merlot Cabernet Franc 2016,78.4939466,Hillside Winery,Okanagan Valley,,Canada,"Merlot, Cabernet Franc",2016,,Red,5ccb7a3580a99458541fc163
Lakeview Fresh Perspectives Satin Red 2016,78.4939466,Lakeview Wine Co.,Niagara-on-the-Lake,,Canada,"Merlot, Cabernet Franc, Gamay Noir",2016,,Red,5cc1e58a009a5adb6d2d0d5e
8th Generation Confidence Frizzante 2017,78.4939466,8th Generation Vineyard,Okanagan,,Canada,,2017,Sparkling,Rose,5cc09b26009a5adb6d2d0d4b
Veuve Clicquot Ponsardin Champagne Brut La Grande Dame,78.4939466,Veuve Clicquot Ponsardin,,Champagne,France,Champagne Blend,2006,Sparkling,White,5ad77d39128caabb7db02927
The Paring Red Wine,78.4939466,The Paring  $38,,California,USA,Red Blend,2012,,Red,5ad77d39128caabb7db02921
Silver Oak Cabernet Sauvignon Alexander Valley,78.4939466,Silver Oak,Sonoma County,California,USA,Cabernet Sauvignon,2011,,Red,5ad77d39128caabb7db0290e
Merryvale Profile,78.4939466,Merryvale,Napa Valley,California,USA,Red Bordeaux Blend,1997,,Red,5ad77d39128caabb7db028b3
Quilceda Creek Vintners,78.4939466,Quilceda Creek Vintners,Columbia Valley,WA,USA,Cabernet Sauvignon,2008,,Red,5a8f0f57d5f6fbac5f9ac1a4
WAC Label Cabernet Sauvignon by Jones of Washington,78.4939466,Jones of Washington,Columbia Valley,Washington,USA,Cabernet Sauvignon,2013,,Red,59b182ea6bca31817fc23aef
Maquinon,78.4939466,Casa Rojo,Priorat,,Spain,Grenache,2013,,Red,56f4932a775534312fd9b70e
"Rubesco, Rosso di Torgiano DOC",78.4939466,Lungarotti,Umbria,,Italy,"Sangiovese, Canaiolo, Colorino",2012,,Red,56ded2427c3f09591b3ac5b1
Available Pinot Grigio,78.4939466,Taken Wine Co.,Puglia,,Italy,Pinot Gris,2014,,White,56bcbc9c1f99370300f80bcd
Prosecco Brut Rosé,78.4939466,Valdo,Veneto,,Italy,Glera,nv,,Rose,5681e575c0cf330300dba0f1
"Chianti Classico, San Jacopo, DOCG",78.4939466,Vicchiomaggio,Tuscany,,Italy,"Sangiovese, Canaiolo, Colorino",2013,,Red,567079f34492ac03002e568e
Spitfire Small Parcels,78.4939466,Kim Crawford,Marlborough,,New Zealand,Sauvignon Blanc,2014,,White,56266e46d8ae270300000011
Binomio Montepulciano d'Abruzzo DOC,78.4939466,Azienda Agricola Inama,Veneto,,Italy,Montepulciano,2008,,Red,560067aed14758030000004c
Monterey County,78.4939466,Kendall-Jackson,Monterey County,California,USA,Pinot Gris,2013,,White,55d3d4b88a31010300000133
Groiss,78.4939466,Groiss,Landwein,,Austria,Gruner Veltliner,2013,,White,55ccc2717ad2fb030000037b
Côtes du Rhône,78.4939466,Domaine Chaume-Arnaud,Rhone Valley,,France,"Grenache, Syrah, Mourvedre",2013,,Red,55a288de9899060300000078
Catena,78.4939466,Catena,Mendoza,,Argentina,Chardonnay,2012,,White,54c28b96584c19030000000a
Terra Andina Moscato,78.4939466,Terra Andina,Vale do São Francisco,,Brazil,Muscat,nv,,White,5410c8dca3bc4d0200000005
Carg,78.4939466,Jalama Road,Santa Rita Hills,N/A,USA,Pinot Noir,2011,N/A,Red,53e54aeddb90040200000002
Terra De Touros Red,78.4939466,Quinta do Casal Monteiro,Tejo,,Portugal,"Touriga Nacional, Pinot Noir",2011,,Red,53b30629c2281b0200000007
Crianza Bobal,78.4939466,Corolilla,Valencia,,Spain,Bobal,2010,,Red,533893f41939fa0200000003
Chateau St. Jean Cinq Cepages,78.48515728,Chateau St. Jean,Sonoma County,,USA,Red Blend,2013,,Red,58f95c9b475b3420268ffeeb
Kate Arnold Washington Cabernet Sauvignon 2017,78.4814466,Kate Arnold,Columbia Valley,Washington,USA,Cabernet Sauvignon,2017,,Red,5f7239a6569c8f33bfdfc40f
Piaggia Cabernet Franc 'Poggio del Colli' 2015,78.4814466,Piaggia,Toscana,Tuscany,Italy,Cabernet Franc,2015,,Red,5f163bcbe403536208f7fbbe
Barraud Macon Chaintre Chardonnay NV,78.4814466,Domaine Barraud,,Burgundy,France,Chardonnay,nv,,White,5f065fb5fbfd6e17acaad291
Bisol Desiderio Jeio Prosecco Brut NV,78.4814466,Bisol,,Veneto,Italy,Prosecco,nv,Sparkling,White,5f065fb5fbfd6e17acaad286
A to Z Chardonnay 2018,78.4814466,A to Z Wines,,Oregon,USA,Chardonnay,2018,,White,5f065fb5fbfd6e17acaad24a
Cambria Bench Break Vineyard Pinot Noir 2014,78.4814466,Cambria Winery,Santa Barbara County,California,USA,Pinot Noir,2014,,Red,5f065fb5fbfd6e17acaad21d
Soter Origins Ribbon Ridge Pinot Noir 2014,78.4814466,Soter Vineyards,Ribbon Ridge,Oregon,USA,Pinot Noir,2014,,Red,5f065fb5fbfd6e17acaad18a
Ceritas 'Rivina' Pinot Noir 2018,78.4814466,Ceritas,North Coast,California,USA,Pinot Noir,2018,,Red,5f065fb5fbfd6e17acaad1b5
Duca Bortini Bianco Garganega Catarratto 2018,78.4814466,Duca Bortini,Sicily,Sicily,Italy,"Garganega, Catarratto",2018,,White,5e6748824d42ee2d694c0704
Pascual Toso Brut NV,78.4814466,Bodegas Pascual Toso,Mendoza,Mendoza,Argentina,Chardonnay,nv,,White,5e5f2b3617dcc26950a8530b
Cline Zinfandel 2018,78.4814466,Cline Cellars,Lodi,California,USA,Zinfandel,2018,,Red,5e5d8a3cfb6ab85d4b47db8c
Elderton E Series Unoaked Chardonnay 2017,78.4814466,Elderton Wines,Barossa Valley,,Australia,Chardonnay,2017,,White,5e59c6159f7fff2f499a3634
Del Rio Elorza Verum Malbec 2017,78.4814466,Bodega Del Rio Elorza,Patagonia,,Argentina,Malbec,2017,,Red,5e5879693e8e8d1833f939d3
Les Domaine Barsalou Pays de l'Aude 2015,78.4814466,Les Domaine Barsalou,Aude,,France,"Carignan, Merlot, Syrah",2015,,Red,5e4c909df1cf685e9d988248
